675048	4	[4 6 7 9 2 8 3]	2018-04-06 07:03:05
675049	5	[4 6 7 9 2 8 3]	2018-04-06 07:13:16
675050	6	[4 6 7 9 2 8 3]	2018-04-06 07:13:26
675051	1	[1 2 3 7 10]	2018-04-06 07:18:07
675052	2	[1 2 3 7 10]	2018-04-06 07:23:18
675053	3	[1 2 3 7 10]	2018-04-06 07:28:08
675054	4	[1 2 3 7 10 8 9]	2018-04-06 07:32:49
675055	5	[1 2 3 7 10 8 9]	2018-04-06 07:37:59
675056	1	[3 5 7 9 10]	2018-04-06 07:42:50
675057	2	[3 5 7 9 10]	2018-04-06 07:47:50
675058	3	[3 5 7 9 10]	2018-04-06 07:52:51
675059	1	[1 3 4 6 8]	2018-04-06 07:57:52
675060	1	[3 4 6 7 8]	2018-04-06 08:02:52
675061	1	[1 3 4 6 8]	2018-04-06 08:07:53
675062	1	[1 3 4 6 7]	2018-04-06 08:12:53
675063	2	[1 3 4 6 7]	2018-04-06 08:17:54
675064	3	[1 3 4 6 7]	2018-04-06 08:22:44
675065	1	[2 3 7 8 9]	2018-04-06 08:27:55
675066	1	[2 3 6 7 8]	2018-04-06 08:32:56
675067	1	[3 6 8 9 10]	2018-04-06 08:37:46
675068	1	[2 3 6 8 10]	2018-04-06 08:42:57
675069	1	[2 3 5 6 9]	2018-04-06 08:47:47
675070	1	[2 3 5 9 10]	2018-04-06 08:52:48
675071	2	[2 3 5 9 10]	2018-04-06 08:57:48
675072	3	[2 3 5 9 10]	2018-04-06 09:03:09
675073	4	[6 8 2 3 5 9 10]	2018-04-06 09:08:00
675074	1	[1 4 5 6 8]	2018-04-06 09:12:50
675075	1	[1 3 6 7 8]	2018-04-06 09:17:51
675076	2	[1 3 6 7 8]	2018-04-06 09:23:01
675077	1	[1 3 5 7 10]	2018-04-06 09:28:12
675078	1	[1 3 6 7 10]	2018-04-06 09:32:52
675079	1	[1 2 5 6 10]	2018-04-06 09:37:53
675080	2	[1 2 5 6 10]	2018-04-06 09:42:44
675081	3	[1 2 5 6 10]	2018-04-06 09:48:14
675082	1	[1 2 5 7 8]	2018-04-06 09:52:45
675083	1	[2 6 7 8 9]	2018-04-06 09:58:05
675084	2	[2 6 7 8 9]	2018-04-06 10:02:46
675085	3	[2 6 7 8 9]	2018-04-06 10:07:46
675086	4	[3 4 2 6 7 8 9]	2018-04-06 10:12:47
675087	1	[1 2 3 4 9]	2018-04-06 10:17:48
675088	2	[1 2 3 4 9]	2018-04-06 10:22:58
675089	3	[1 2 3 4 9]	2018-04-06 10:27:49
675090	1	[2 6 7 8 9]	2018-04-06 10:32:49
675091	2	[2 6 7 8 9]	2018-04-06 10:37:50
675092	3	[2 6 7 8 9]	2018-04-06 10:42:51
675093	4	[4 2 6 7 8 9 1]	2018-04-06 10:47:51
675094	1	[2 3 4 6 9]	2018-04-06 10:52:52
675095	2	[2 3 4 6 9]	2018-04-06 10:57:52
675096	1	[1 2 4 5 10]	2018-04-06 11:02:43
675097	2	[1 2 4 5 10]	2018-04-06 11:07:54
675098	1	[5 6 8 9 10]	2018-04-06 11:13:05
675099	1	[2 5 6 8 10]	2018-04-06 11:18:05
675100	2	[2 5 6 8 10]	2018-04-06 11:23:06
675101	1	[4 5 6 8 9]	2018-04-06 11:27:57
675102	1	[2 5 6 8 9]	2018-04-06 11:32:48
675103	1	[2 4 5 7 9]	2018-04-06 11:37:59
675104	2	[2 4 5 7 9]	2018-04-06 11:42:50
675105	1	[4 5 6 7 8]	2018-04-06 11:47:51
675106	1	[2 4 5 7 8]	2018-04-06 11:52:52
675107	2	[2 4 5 7 8]	2018-04-06 11:58:03
675108	1	[2 3 5 6 7]	2018-04-06 12:02:44
675109	2	[2 3 5 6 7]	2018-04-06 12:08:04
675110	1	[5 6 7 8 9]	2018-04-06 12:12:55
675111	1	[1 3 5 8 9]	2018-04-06 12:17:46
675112	2	[1 3 5 8 9]	2018-04-06 12:22:47
675113	1	[1 3 5 7 10]	2018-04-06 12:27:48
675114	2	[1 3 5 7 10]	2018-04-06 12:33:08
675115	1	[2 4 5 9 10]	2018-04-06 12:38:09
675116	1	[1 2 5 6 9]	2018-04-06 12:42:49
675117	1	[1 4 5 6 9]	2018-04-06 12:48:00
675118	1	[1 2 4 5 8]	2018-04-06 12:53:01
675119	1	[2 3 4 5 6]	2018-04-06 12:57:51
675120	2	[2 3 4 5 6]	2018-04-06 13:02:42
675121	1	[3 5 6 7 8]	2018-04-06 13:07:52
675122	1	[2 3 5 6 8]	2018-04-06 13:12:53
675123	2	[2 3 5 6 8]	2018-04-06 13:17:54
675124	3	[2 3 5 6 8]	2018-04-06 13:22:54
675125	1	[1 2 3 5 7]	2018-04-06 13:28:05
675126	1	[1 2 3 5 8]	2018-04-06 13:32:55
675127	2	[1 2 3 5 8]	2018-04-06 13:37:56
675128	3	[1 2 3 5 8]	2018-04-06 13:42:57
675129	1	[1 3 7 8 10]	2018-04-06 13:47:57
675130	2	[1 3 7 8 10]	2018-04-06 13:52:48
675131	1	[3 5 7 8 9]	2018-04-06 13:57:48
675132	1	[3 5 7 9 10]	2018-04-06 14:02:49
675133	2	[3 5 7 9 10]	2018-04-06 14:07:50
675134	1	[2 3 5 8 9]	2018-04-06 14:13:00
675135	1	[3 5 8 9 10]	2018-04-06 14:17:51
675136	2	[3 5 8 9 10]	2018-04-06 14:22:52
675137	3	[3 5 8 9 10]	2018-04-06 14:28:12
675138	1	[1 2 3 7 9]	2018-04-06 14:33:03
675139	2	[1 2 3 7 9]	2018-04-06 14:38:04
675140	1	[4 7 8 9 10]	2018-04-06 14:43:14
675141	2	[4 7 8 9 10]	2018-04-06 14:47:55
675142	3	[4 7 8 9 10]	2018-04-06 14:52:45
675143	1	[1 3 4 5 9]	2018-04-06 14:57:46
675144	2	[1 3 4 5 9]	2018-04-06 15:03:07
675145	3	[1 3 4 5 9]	2018-04-06 15:07:47
675146	4	[1 3 4 5 9 8 10]	2018-04-06 15:12:48
675147	1	[1 4 7 8 9]	2018-04-06 15:17:48
675148	1	[1 4 8 9 10]	2018-04-06 15:22:49
675149	2	[1 4 8 9 10]	2018-04-06 15:28:00
675150	1	[2 4 7 8 9]	2018-04-06 15:32:50
675151	1	[2 4 7 9 10]	2018-04-06 15:37:51
675152	2	[2 4 7 9 10]	2018-04-06 15:42:51
675153	3	[2 4 7 9 10]	2018-04-06 15:47:52
675154	4	[6 2 4 7 9 10 5]	2018-04-06 15:52:53
675155	1	[3 5 6 8 9]	2018-04-06 15:57:53
